"ParticipantID","western_female","eastern_female","female_pick","gender_feedback","western_participant","eastern_participant","higher_incentive","Chinese_female","SouthKorean_female","Italian_female","German_female","is_chinese_participant","is_korean_participant","is_italian_participant","is_german_participant","gender_male","race_white","age","country","cond","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q33_16","Q33_17","Q33_18","Q33_19","Q33_20","Q33_21","Q33_22","Q33_23","Q33_24","Professor1","Professor2","Professor3","Professor4","Professor5","Professor6","Professor7","Professor8","Professor9","Professor10","Professor11","Professor12","Professor13","Professor14","Professor15","Professor16","Professor17","Professor18","Professor19","Professor20","Professor21","Professor22","Professor23","Professor24","P_gender_unrecognized"
1140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,24,"Germany","control","Male","Male","Male","Male","Female","Female","Male","Male","Male","Female","Female","Male","Male","Male","Female","Female","Male","Female","Male","Male","Female","Male","Female","Female","Jong-sei","Lino","Weilie","Shenggen","In-ho","Xuhua","Lionello","Sung-chul","Sucheng","Trude","In-jin","Longjin","Engelbert","Renato","Canfa","Gernulf","Demetrio","Yong-pil","Ciro","Claus-Peter","Lucetta","Job-Gunter","Kil-nam","Wedig",0
1141,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,19,"Germany","treat","Female","Male","Male","Female","Male","Male","Female","Male","Female","Female","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Female","Kyongae","Job-Gunter","Gerardo","Baek-in","Ditmar","Xinyuan","Jinghua","Kil-nam","Xuhua","Beatrix","Xuetao","Wedig","Kwang-je","Luis","Roberto","Wenying","Demetrio","Claus-Peter","Engelbert","Lino","Jong-sei","Ky-chun","Junliang","Maria",0
1142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,43,"Germany","control","Female","Male","Male","Male","Female","Female","Male","Male","Female","Unknown","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Female","Male","Female","Female","Xuetao","Lino","Lionello","Ciro","In-jin","Isabel","Kwang-je","Demetrio","Xinyuan","Kil-nam","Job-Gunter","Ping","Engelbert","Wedig","Gernulf","Jong-sei","Bong-ho","Ferdinando","Kyongae","Ditmar","Lucetta","Dong","Xuhua","Junliang",0.0416666666666667
1143,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,24,"Germany","treat","Male","Male","Male","Unknown","Female","Male","Male","Male","Female","Male","Female","Female","Male","Unknown","Female","Male","Male","Unknown","Unknown","Female","Male","Female","Male","Male","Renato","Jong-sei","Dino","Xuetao","Yong-pil","Ludger","Choong-soo","Engelbert","Xiaoyi","Claus-Peter","Kil-nam","Xinyuan","Bong-ho","Shenggen","Yeong-hui","Wedig","Ping","Lino","Canfa","Heike","Roberto","Stefania","Jan","Lionello",0.166666666666667
1144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,25,"Germany","control","Female","Female","Male","Male","Male","Male","Female","Male","Female","Male","Female","Male","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Augusta","Choon-mie","Ludger","Sung-chul","Renato","Lionello","Bong-ho","Job-Gunter","Kwang-je","Jan","Melanie","Gerardo","Baek-in","Ferdinando","Junliang","Yunhui","Udo","Canfa","Ping","Jinghua","Longjin","Kil-nam","Claus-Peter","Lino",0
1145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,31,"Germany","control","Male","Female","Male","Male","Unknown","Female","Male","Unknown","Unknown","Unknown","Male","Male","Male","Male","Unknown","Unknown","Unknown","Female","Unknown","Unknown","Male","Male","Male","Female","Gontard","Choong-soo","Junliang","Ditmar","Xinyuan","Wedig","Dino","Shenggen","Ning","Ping","Lionello","Renato","Jan","Job-Gunter","Hei-sook","Ky-chun","Kwang-je","Bettine","Yong-pil","Bong-ho","Lino","Anty","Gerardo","Jinghua",0.375
1146,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,26,"Germany","treat","Male","Male","Male","Unknown","Female","Male","Unknown","Female","Male","Unknown","Male","Female","Unknown","Female","Male","Unknown","Male","Unknown","Male","Female","Male","Unknown","Unknown","Female","Renato","Ditmar","Zhizhen","Kil-nam","Jinghua","Roberto","Ky-chun","Xuhua","Gontard","Baek-in","Engelbert","Weilie","In-young","Bettine","Dino","Jong-sei","Demetrio","Xuetao","Job-Gunter","Canfa","Luis","Udo","In-jin","Augusta",0.333333333333333
1147,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,39,"Germany","treat","Female","Female","Male","Male","Male","Male","Male","Unknown","Female","Male","Male","Male","Male","Female","Male","Female","Male","Female","Male","Male","Male","Female","Female","Male","Choong-soo","Weilie","Jinghua","Junliang","Ciro","Ky-chun","Roberto","Shenggen","Jong-sei","Yong-pil","Engelbert","Miaoqing","Ludger","Trude","Demetrio","Maria","Lionello","Wedig","Ferdinando","In-young","Gernulf","Kil-nam","Xuetao","Udo",0.0416666666666667
1148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,28,"Germany","control","Female","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Male","Female","Male","Female","Male","Male","Unknown","Unknown","Female","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Lucetta","Ludger","Yong-pil","In-young","Kwang-je","Demetrio","Ferdinando","Xiaoyi","Dino","Weilie","Lino","In-jin","Jan","Lionello","Ky-chun","Junliang","Ethel","Sung-chul","Claus-Peter","Shenggen","Jinghua","Xuetao","Wedig","Gontard",0.416666666666667
1149,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,22,"Germany","treat","Female","Female","Female","Female","Female","Male","Male","Male","Female","Female","Male","Female","Female","Female","Female","Female","Female","Female","Unknown","Female","Female","Female","Female","Female","Ditmar","Claus-Peter","Gernulf","Lino","Renato","Mariassunta","Kwang-je","Bok-ryeo","Kil-nam","Beatrix","Ping","Jan","Ning","Lionello","Baek-in","Xuhua","Xuetao","Weilie","In-jin","Gerardo","Ferdinando","Sung-chul","Canfa","Job-Gunter",0.0416666666666667
1150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,40,"Germany","control","Male","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Male","Female","Male","Unknown","Female","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Gernulf","Ludger","Udo","Li","Baek-in","Canfa","Yeong-hui","Shenggen","Yong-pil","Claus-Peter","Choong-soo","Roberto","Gontard","Renata","Dino","Jinghua","Bettine","Lionello","Ping","Sung-chul","Gerardo","Demetrio","Weilie","Kil-nam",0.5
1151,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,25,"Germany","treat","Male","Male","Male","Male","Unknown","Female","Unknown","Unknown","Female","Male","Male","Male","Male","Unknown","Male","Female","Male","Male","Male","Female","Unknown","Male","Unknown","Male","Sung-chul","Dino","Ditmar","Bong-ho","Ky-chun","Xinyuan","Canfa","Mechtild","Wenying","Claus-Peter","Ludger","Longjin","Yong-pil","Ping","Gerardo","Maria","Lionello","Kwang-je","Roberto","Choon-mie","Lino","Job-Gunter","Xuetao","Gontard",0.25
1152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,28,"Germany","control","Unknown","Unknown","Female","Unknown","Male","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Female","Female","Female","Male","Unknown","Unknown","Unknown","Wedig","Sucheng","Dora","In-jin","Udo","Dino","Lino","Longjin","Jinghua","Demetrio","Junliang","Job-Gunter","Ky-chun","Bong-ho","Gernulf","Renato","Jan","Ethel","Kil-nam","Kyongae","Ferdinando","Xuetao","Sung-chul","Weilie",0.25
1153,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,31,"Germany","control","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Female","Unknown","Unknown","Unknown","Male","Female","Male","Male","Unknown","Jinghua","Kwang-je","Gerardo","Renato","Sung-chul","Junliang","Longjin","Gernulf","Gontard","Ping","Jong-sei","Hong-nam","Dong","Ferdinando","Lino","Maria","In-jin","Ludger","Bong-ho","Roberto","Heike","Ditmar","Claus-Peter","Xinyuan",0.625
1154,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,35,"Germany","treat","Female","Male","Female","Female","Male","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Female","Baek-in","Kwang-je","In-jin","Choon-mie","Anty","Xinyuan","Xuetao","Demetrio","Gontard","Gernulf","Junliang","Shenggen","Lionello","Claus-Peter","Jan","Choong-soo","Luis","Ciro","Udo","Ping","Sung-chul","Zhizhen","Ferdinando","Mechtild",0
1155,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,35,"Germany","treat","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Female","Male","Female","Female","Male","Female","Female","Unknown","Female","Female","Male","Male","Female","Male","Roberto","Kwang-je","Bong-ho","In-jin","Jong-sei","Claus-Peter","Demetrio","Ky-chun","Ping","Gontard","Longjin","Ditmar","Jinghua","Junliang","Dino","Hong-nam","Mariassunta","Mechtild","Ning","Xuetao","Ludger","Lionello","Gernulf","Renato",0.0416666666666667
1156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,43,"Germany","control","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Female","Male","Male","Male","Unknown","Unknown","Male","Unknown","Male","Unknown","Female","Male","Female","Unknown","Lino","Bong-ho","Canfa","Zhizhen","Gerardo","In-jin","Ky-chun","Weilie","Gernulf","Gontard","Hei-sook","Dino","Jan","Luis","Choong-soo","Jinghua","Job-Gunter","Longjin","Ditmar","Kwang-je","Ana","Roberto","Stefania","Shenggen",0.5
1157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,28,"Germany","control","Female","Male","Male","Female","Male","Female","Male","Female","Male","Male","Female","Male","Male","Male","Female","Female","Male","Male","Male","Female","Male","Female","Male","Male","Wenying","Ciro","Ferdinando","Junliang","Heike","Udo","Choong-soo","Renato","Bong-ho","Jan","Weilie","Jinghua","Jong-sei","Xinyuan","Canfa","Job-Gunter","Maria","Roberto","Luis","Engelbert","Ludger","Sung-hee","Baek-in","Kwang-je",0
1158,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,32,"Germany","treat","Unknown","Female","Male","Male","Unknown","Male","Unknown","Unknown","Female","Male","Male","Female","Female","Male","Male","Female","Male","Unknown","Male","Unknown","Male","Unknown","Male","Male","Xuhua","Baek-in","In-jin","Zhizhen","Kil-nam","Luis","Xuetao","Ciro","Eugenia","Ditmar","Udo","Xinyuan","Kyongae","Jan","Shenggen","Trude","Wedig","Ky-chun","Gerardo","Lino","Bong-ho","Canfa","Roberto","Ludger",0.291666666666667
1159,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,26,"Germany","treat","Female","Male","Male","Female","Male","Male","Female","Female","Female","Male","Male","Female","Male","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Female","Female","Male","Hei-sook","Udo","Ferdinando","Mechtild","Ciro","Dino","Yong-pil","Eugenia","Jinghua","Xuetao","Ping","Xinyuan","Luis","Choong-soo","Gontard","Ky-chun","In-jin","Gernulf","Wedig","Sucheng","Engelbert","Xuhua","Kil-nam","Demetrio",0.166666666666667
1160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45,"Germany","control","Female","Male","Male","Male","Male","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Xinyuan","Dino","Lionello","Ciro","Job-Gunter","Ditmar","Choong-soo","Junliang","Ana","Udo","Anty","Wedig","Xuetao","Jinghua","In-jin","Bong-ho","Bok-ryeo","Kil-nam","Kwang-je","Claus-Peter","Lino","Xuhua","Gerardo","Wenying",0
1161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,24,"Germany","control","Male","Female","Male","Male","Unknown","Female","Female","Male","Unknown","Male","Female","Male","Male","Male","Unknown","Female","Male","Male","Unknown","Male","Male","Male","Male","Male","Jan","Wenying","Baek-in","Claus-Peter","Canfa","Hwa-jin","Heike","Udo","Shenggen","Ky-chun","Renata","Roberto","Ludger","Yong-pil","Jinghua","Weilie","Renato","Bong-ho","Xuhua","Lionello","Sung-chul","Gerardo","Luis","Gontard",0.166666666666667
1162,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,27,"Germany","control","Unknown","Male","Female","Unknown","Male","Unknown","Female","Unknown","Male","Female","Female","Female","Male","Female","Male","Male","Male","Male","Male","Male","Female","Male","Female","Male","Xuhua","Yong-pil","Dora","Shenggen","Gerardo","Wedig","Heike","Longjin","Jan","Weilie","Wenying","Junliang","Luis","Sung-chul","In-jin","Ludger","Job-Gunter","Hwa-jin","Renato","Ferdinando","Kil-nam","Engelbert","Bong-ho","Roberto",0.166666666666667
1163,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,35,"Germany","control","Unknown","Unknown","Unknown","Unknown","Female","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Female","Unknown","Unknown","Unknown","Male","Male","Unknown","Male","Augusta","Gontard","Baek-in","Ky-chun","Heike","Demetrio","Zhizhen","Renato","Ferdinando","Junliang","Lionello","Bong-ho","Wedig","Shenggen","Xinyuan","Roberto","Choon-mie","Ping","Canfa","Choong-soo","Jan","Udo","Jong-sei","Ludger",0.666666666666667
1164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,52,"Germany","control","Unknown","Male","Female","Male","Female","Male","Male","Female","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Female","Sung-chul","Xinyuan","Xiaoyi","Gernulf","Jinghua","Jan","Lino","Melanie","Xuhua","Xuetao","Jong-sei","Gontard","Gerardo","Sung-hee","Dora","Yong-pil","Engelbert","Renato","In-jin","Demetrio","Junliang","Ferdinando","Job-Gunter","Ky-chun",0.0416666666666667
1165,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,40,"Germany","treat","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Female","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Ciro","Dino","Yunhui","Lino","Ludger","Anty","Kil-nam","Ferdinando","Job-Gunter","Xinyuan","In-jin","Canfa","Sung-chul","Weilie","Bettine","Demetrio","In-ho","Bong-ho","Claus-Peter","Yong-pil","Longjin","Udo","Xuetao","Gernulf",0.708333333333333
1166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,40,"Germany","control","Male","Male","Male","Unknown","Male","Male","Unknown","Male","Unknown","Female","Female","Male","Male","Unknown","Unknown","Unknown","Male","Male","Male","Female","Unknown","Unknown","Unknown","Unknown","Gernulf","Demetrio","Lino","Xuhua","Ciro","Luis","Xuetao","Claus-Peter","Bok-ryeo","Melanie","Yinhe","Choong-soo","Gontard","Jong-sei","Sung-chul","Xinyuan","Lionello","Ditmar","Engelbert","Alma","In-jin","Yong-pil","Ping","Jinghua",0.416666666666667
1167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,43,"Germany","control","Male","Male","Male","Male","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Male","Yeong-hui","Ditmar","Sung-chul","Engelbert","Ping","Lino","Canfa","Udo","Claus-Peter","Ethel","Xinyuan","Renato","Baek-in","Shenggen","Renata","Jong-sei","Xuetao","Xiaoyi","Jan","Choong-soo","Ferdinando","Yong-pil","Dino","Roberto",0
1168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,31,"Germany","control","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Male","Female","Male","Female","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Xiaoyi","Xuetao","Ferdinando","Xuhua","Xinyuan","Weilie","Sung-chul","Lionello","Yong-pil","In-jin","Job-Gunter","Kil-nam","Gontard","Roberto","Beatrix","Jan","Stefania","Renato","In-young","Shenggen","Wedig","Engelbert","Gerardo","Ky-chun",0.583333333333333
1169,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,27,"Germany","treat","Male","Female","Female","Male","Female","Male","Male","Female","Female","Female","Male","Female","Male","Male","Unknown","Female","Female","Male","Unknown","Female","Unknown","Male","Unknown","Male","Longjin","Xuhua","Sung-chul","Gerardo","Eugenia","Xuetao","Ciro","Wedig","Ning","Weilie","Udo","Ditmar","Lino","Luis","Kil-nam","Trude","Canfa","Roberto","Hong-nam","Job-Gunter","Choong-soo","Ky-chun","In-jin","Jan",0.166666666666667
1170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,34,"Germany","control","Male","Female","Male","Unknown","Male","Male","Male","Male","Female","Male","Unknown","Female","Male","Male","Male","Female","Male","Male","Female","Female","Female","Female","Female","Female","Engelbert","Alma","Jinghua","Wedig","Luis","Gerardo","Claus-Peter","Wenying","In-jin","Xuetao","Job-Gunter","In-ho","Ferdinando","Ping","Roberto","Sung-chul","Gernulf","Demetrio","Weilie","Greta","Yong-pil","Choong-soo","Canfa","Ky-chun",0.0833333333333333
1171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,37,"Germany","control","Male","Female","Male","Male","Male","Male","Female","Female","Female","Male","Male","Male","Male","Female","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Udo","In-jin","Xuetao","Jong-sei","Gontard","Lionello","Ciro","Lucetta","Weilie","Ping","Xinyuan","Engelbert","Renato","In-ho","Ning","Dino","Ferdinando","Ethel","Kwang-je","Ky-chun","Jan","Gernulf","Baek-in","Jinghua",0
1172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,21,"Germany","control","Male","Female","Male","Female","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Female","Male","Male","Male","Jong-sei","Lucetta","Junliang","In-jin","Xuhua","Roberto","Renato","Udo","Ping","Li","Engelbert","Kil-nam","Ditmar","Ludger","Trude","Jinghua","Lino","Xinyuan","Wedig","Kyongae","Ky-chun","Choong-soo","Ciro","Luis",0
1173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29,"Germany","control","Male","Male","Female","Male","Male","Female","Male","Female","Female","Female","Female","Male","Male","Male","Female","Female","Male","Female","Female","Male","Female","Male","Female","Female","Roberto","Xuhua","Longjin","Lionello","Ludger","Heike","Gernulf","Bong-ho","Canfa","Kil-nam","Lino","Yong-pil","Li","Gontard","Ditmar","Augusta","Xinyuan","Ping","Renato","Job-Gunter","Kwang-je","Luis","Ky-chun","Hwa-jin",0
1174,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,69,"Germany","treat","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Female","Male","Female","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Male","Canfa","Lino","Gontard","In-jin","Ferdinando","Yeong-hui","Ping","Demetrio","Jinghua","Choong-soo","Renato","Kil-nam","Xuhua","Mechtild","Jan","Stefania","Ning","Gernulf","Roberto","Shenggen","Ky-chun","Kwang-je","Job-Gunter","Udo",0.5
1175,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,42,"Germany","treat","Male","Female","Male","Male","Female","Unknown","Male","Male","Unknown","Male","Female","Female","Unknown","Unknown","Unknown","Female","Male","Unknown","Unknown","Male","Male","Male","Male","Female","Gernulf","Choon-mie","Lionello","Gontard","Jong-sei","Canfa","Roberto","Ludger","Baek-in","Ciro","Zhizhen","Anty","Sung-chul","Bong-ho","Longjin","Heike","Gerardo","Junliang","Jinghua","Claus-Peter","Ky-chun","Demetrio","Udo","Ping",0.291666666666667
1176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,31,"Germany","control","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Female","Unknown","Male","Male","Unknown","Unknown","Female","Male","Male","Male","Unknown","Unknown","Male","Unknown","Male","Female","Unknown","Female","Bok-ryeo","Sung-chul","Junliang","Kil-nam","Claus-Peter","Choong-soo","Weilie","Jinghua","Luis","Gerardo","Jong-sei","Baek-in","Anty","Ludger","Dino","Demetrio","Longjin","Job-Gunter","Ferdinando","Engelbert","Gernulf","Ning","Ping","Beatrix",0.5
1177,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,31,"Germany","treat","Female","Male","Male","Female","Male","Male","Female","Female","Female","Male","Male","Male","Female","Male","Male","Female","Male","Male","Male","Female","Male","Female","Male","Female","Xuhua","Roberto","Longjin","Ciro","Demetrio","Hong-nam","Jinghua","Choong-soo","Yinhe","Gerardo","Gontard","Dino","Ky-chun","Xinyuan","Job-Gunter","In-jin","Ditmar","Kil-nam","Wedig","Renata","Gernulf","Mechtild","Baek-in","Junliang",0
1178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,23,"Germany","control","Male","Male","Female","Male","Female","Female","Male","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Male","Male","Male","Claus-Peter","Ditmar","Ciro","Sung-chul","Dino","Hong-nam","Junliang","Stefania","Kil-nam","Kwang-je","Lino","Lionello","Canfa","Engelbert","Wedig","Xuhua","Jong-sei","Isabel","Xinyuan","Yong-pil","Gernulf","Shenggen","Sucheng","Ferdinando",0
1179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,38,"Germany","control","Unknown","Male","Unknown","Male","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Unknown","Female","Male","Male","Male","Unknown","Unknown","Male","Female","Male","Ciro","In-jin","Yong-pil","Ferdinando","Claus-Peter","Xuetao","Isabel","Engelbert","Xinyuan","Hong-nam","Jong-sei","Lionello","Miaoqing","Gontard","Baek-in","Alma","Lino","Demetrio","Job-Gunter","Longjin","Ky-chun","Gernulf","Canfa","Junliang",0.208333333333333
1180,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,55,"Germany","treat","Male","Male","Male","Male","Unknown","Male","Male","Male","Male","Male","Female","Male","Male","Unknown","Male","Unknown","Male","Male","Male","Unknown","Male","Male","Male","Unknown","Ping","In-jin","Job-Gunter","Bong-ho","Lionello","Udo","Xuhua","Sung-chul","Yunhui","Kil-nam","Ethel","Ky-chun","Ludger","Ciro","Dino","Ferdinando","Claus-Peter","Xuetao","Gerardo","Bok-ryeo","Wedig","Longjin","Canfa","Eugenia",0.208333333333333
